#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
"gun_13_x4_russia_bb,bc",,330,gun_13_x4,russia,"bb, bc",,,,,,dreadnought_gun_b_305_x4,1.23,1.31,0.65,1.09,yamato_gun_460_x4,0.585,0.625,0.65,1.13,spee_gun_280_x4_a,1.365,1.465,0.65,0.96,spee_gun_280_x4_a,1.365,1.465,0.65,1,,,,,,,,,,,,,,,,,,,
"gun_14_x1_russia_bb,bc",,356,gun_14_x1,russia,"bb, bc",tsesarevich_gun_305_x1,1.4,1.49,1.13,0.84,dreadnought_gun_b_305_x1,1.32,1.4,1.13,1.09,yamato_gun_460_x1,0.63,0.67,1.13,1.13,ussr_gun_406_x1,0.875,0.936,1.13,0.98,ussr_gun_406_x1,0.875,0.936,1.13,0.98,,,,,,,,,,,,,,,,,,,
"gun_14_x2_russia_bb,bc",,356,gun_14_x2,russia,"bb, bc",tsesarevich_gun_305_x2,1.4,1.49,0.88,0.84,dreadnought_gun_b_305_x2,1.32,1.4,0.88,1.09,yamato_gun_460_x2,0.63,0.67,0.88,1.13,ussr_gun_406_x2,0.875,0.936,0.88,0.98,ussr_gun_406_x2,0.875,0.936,0.88,0.98,,,,,,,,,,,,,,,,,,,
"gun_14_x3_russia_bb,bc",,356,gun_14_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.32,1.4,0.705,1.09,dreadnought_gun_b_305_x3,1.32,1.4,0.705,1.09,yamato_gun_460_x3,0.63,0.67,0.705,1.13,ussr_gun_406_x3,0.875,0.936,0.705,0.98,ussr_gun_406_x3,0.875,0.936,0.705,0.98,,,,,,,,,,,,,,,,,,,
"gun_14_x4_russia_bb,bc",,356,gun_14_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.32,1.4,0.66,1.09,dreadnought_gun_b_305_x4,1.32,1.4,0.66,1.09,yamato_gun_460_x4,0.63,0.67,0.66,1.13,ussr_gun_406_x4,0.875,0.936,0.66,0.98,ussr_gun_406_x4,0.875,0.936,0.66,0.98,,,,,,,,,,,,,,,,,,,
"gun_15_x1_russia_bb,bc",,381,gun_15_x1,russia,"bb, bc",tsesarevich_gun_305_x1,1.5,1.59,1.14,0.84,dreadnought_gun_b_305_x1,1.41,1.49,1.14,1.08,spee_gun_var_280_x1,1.575,1.675,1.14,0.94,ussr_gun_406_x1,0.9375,0.9985,1.14,0.97,ussr_gun_406_x1,0.9375,0.9985,1.14,0.97,,,,,,,,,,,,,,,,,,,
"gun_15_x2_russia_bb,bc",,381,gun_15_x2,russia,"bb, bc",tsesarevich_gun_305_x2,1.5,1.59,0.9,0.84,dreadnought_gun_b_305_x2,1.41,1.49,0.9,1.08,spee_gun_var_280_x2,1.575,1.675,0.9,0.94,ussr_gun_406_x2,0.9375,0.9985,0.9,0.97,ussr_gun_406_x2,0.9375,0.9985,0.9,0.97,,,,,,,,,,,,,,,,,,,
"gun_15_x3_russia_bb,bc",,381,gun_15_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.41,1.49,0.72,1.08,dreadnought_gun_b_305_x3,1.41,1.49,0.72,1.08,spee_gun_var_280_x3,1.575,1.675,0.72,0.94,ussr_gun_406_x3,0.9375,0.9985,0.72,0.97,ussr_gun_406_x3,0.9375,0.9985,0.72,0.97,,,,,,,,,,,,,,,,,,,
"gun_15_x4_russia_bb,bc",,381,gun_15_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.41,1.49,0.675,1.08,dreadnought_gun_b_305_x4,1.41,1.49,0.675,1.08,yamato_gun_460_x4,0.675,0.715,0.675,1.12,ussr_gun_406_x4,0.9375,0.9985,0.675,0.97,ussr_gun_406_x4,0.9375,0.9985,0.675,0.97,,,,,,,,,,,,,,,,,,,
"gun_16_x1_russia_bb,bc",,406,gun_16_x1,russia,"bb, bc",tsesarevich_gun_305_x1,1.6,1.69,1.15,0.82,dreadnought_gun_b_305_x1,1.5,1.58,1.15,1.07,yamato_gun_460_x1,0.72,0.76,1.15,1.11,ussr_gun_406_x1,1,1.061,1.15,0.97,ussr_gun_406_x1,1,1.061,1.15,0.97,,,,,,,,,,,,,,,,,,,
"gun_16_x2_russia_bb,bc",,406,gun_16_x2,russia,"bb, bc",tsesarevich_gun_305_x2,1.6,1.69,0.93,0.82,dreadnought_gun_b_305_x2,1.5,1.58,0.93,1.07,yamato_gun_460_x2,0.72,0.76,0.93,1.11,ussr_gun_406_x2,1,1.061,0.93,0.97,ussr_gun_406_x2,1,1.061,0.93,0.97,,,,,,,,,,,,,,,,,,,
"gun_16_x3_russia_bb,bc",,406,gun_16_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.5,1.58,0.75,1.07,dreadnought_gun_b_305_x3,1.5,1.58,0.75,1.07,yamato_gun_460_x3,0.72,0.76,0.75,1.11,ussr_gun_406_x3,1,1.061,0.75,0.97,ussr_gun_406_x3,1,1.061,0.75,0.97,,,,,,,,,,,,,,,,,,,
"gun_16_x4_russia_bb,bc",,406,gun_16_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.5,1.58,0.68,1.07,dreadnought_gun_b_305_x4,1.5,1.58,0.68,1.07,yamato_gun_460_x4,0.72,0.76,0.68,1.11,ussr_gun_406_x4,1,1.061,0.68,0.97,ussr_gun_406_x4,1,1.061,0.68,0.97,,,,,,,,,,,,,,,,,,,
"gun_17_x1_russia_bb,bc",,432,gun_17_x1,russia,"bb, bc",dreadnought_gun_b_305_x1,1.59,1.67,1.2,1.07,ussr_gun_406_x1,1.0625,1.1235,1.2,0.96,ussr_gun_406_x1,1.0625,1.1235,1.2,0.96,ussr_gun_406_x1,1.0625,1.1235,1.2,0.96,ussr_gun_406_x1,1.0625,1.1235,1.2,0.96,,,,,,,,,,,,,,,,,,,
"gun_17_x2_russia_bb,bc",,432,gun_17_x2,russia,"bb, bc",dreadnought_gun_b_305_x2,1.59,1.67,0.95,1.07,ussr_gun_406_x2,1.0625,1.1235,0.95,0.96,ussr_gun_406_x2,1.0625,1.1235,0.95,0.96,ussr_gun_406_x2,1.0625,1.1235,0.95,0.96,ussr_gun_406_x2,1.0625,1.1235,0.95,0.96,,,,,,,,,,,,,,,,,,,
"gun_17_x3_russia_bb,bc",,432,gun_17_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.59,1.67,0.775,1.07,ussr_gun_406_x3,1.0625,1.1235,0.775,0.96,ussr_gun_406_x3,1.0625,1.1235,0.775,0.96,ussr_gun_406_x3,1.0625,1.1235,0.775,0.96,ussr_gun_406_x3,1.0625,1.1235,0.775,0.96,,,,,,,,,,,,,,,,,,,
"gun_17_x4_russia_bb,bc",,432,gun_17_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.59,1.67,0.71,1.07,ussr_gun_406_x4,1.0625,1.1235,0.71,0.96,ussr_gun_406_x4,1.0625,1.1235,0.71,0.96,ussr_gun_406_x4,1.0625,1.1235,0.71,0.96,ussr_gun_406_x4,1.0625,1.1235,0.71,0.96,,,,,,,,,,,,,,,,,,,
"gun_18_x1_russia_bb,bc",,457,gun_18_x1,russia,"bb, bc",dreadnought_gun_b_305_x1,1.68,1.76,1.23,1.07,ussr_gun_406_x1,1.125,1.186,1.23,0.96,ussr_gun_406_x1,1.125,1.186,1.23,0.96,ussr_gun_406_x1,1.125,1.186,1.23,0.96,ussr_gun_406_x1,1.125,1.186,1.23,0.96,,,,,,,,,,,,,,,,,,,
"gun_18_x2_russia_bb,bc",,457,gun_18_x2,russia,"bb, bc",dreadnought_gun_b_305_x2,1.68,1.76,0.985,1.07,ussr_gun_406_x2,1.125,1.186,0.985,0.96,ussr_gun_406_x2,1.125,1.186,0.985,0.96,ussr_gun_406_x2,1.125,1.186,0.985,0.96,ussr_gun_406_x2,1.125,1.186,0.985,0.96,,,,,,,,,,,,,,,,,,,
"gun_18_x3_russia_bb,bc",,457,gun_18_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.68,1.76,0.81,1.07,ussr_gun_406_x3,1.125,1.186,0.81,0.96,ussr_gun_406_x3,1.125,1.186,0.81,0.96,ussr_gun_406_x3,1.125,1.186,0.81,0.96,ussr_gun_406_x3,1.125,1.186,0.81,0.96,,,,,,,,,,,,,,,,,,,
"gun_18_x4_russia_bb,bc",,457,gun_18_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.68,1.76,0.735,1.07,ussr_gun_406_x4,1.125,1.186,0.735,0.96,ussr_gun_406_x4,1.125,1.186,0.735,0.96,ussr_gun_406_x4,1.125,1.186,0.735,0.96,ussr_gun_406_x4,1.125,1.186,0.735,0.96,,,,,,,,,,,,,,,,,,,
"gun_19_x1_russia_bb,bc",,483,gun_19_x1,russia,"bb, bc",dreadnought_gun_b_305_x1,1.77,1.85,1.16,1.07,ussr_gun_406_x1,1.1875,1.2485,1.16,0.96,ussr_gun_406_x1,1.1875,1.2485,1.16,0.96,ussr_gun_406_x1,1.1875,1.2485,1.16,0.96,ussr_gun_406_x1,1.1875,1.2485,1.16,0.96,,,,,,,,,,,,,,,,,,,
"gun_19_x2_russia_bb,bc",,483,gun_19_x2,russia,"bb, bc",dreadnought_gun_b_305_x2,1.77,1.85,0.95,1.07,ussr_gun_406_x2,1.1875,1.2485,0.95,0.96,ussr_gun_406_x2,1.1875,1.2485,0.95,0.96,ussr_gun_406_x2,1.1875,1.2485,0.95,0.96,ussr_gun_406_x2,1.1875,1.2485,0.95,0.96,,,,,,,,,,,,,,,,,,,
"gun_19_x3_russia_bb,bc",,483,gun_19_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.77,1.85,0.78,1.07,ussr_gun_406_x3,1.1875,1.2485,0.78,0.96,ussr_gun_406_x3,1.1875,1.2485,0.78,0.96,ussr_gun_406_x3,1.1875,1.2485,0.78,0.96,ussr_gun_406_x3,1.1875,1.2485,0.78,0.96,,,,,,,,,,,,,,,,,,,
"gun_19_x4_russia_bb,bc",,483,gun_19_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.77,1.85,0.725,1.07,ussr_gun_406_x4,1.1875,1.2485,0.725,0.96,ussr_gun_406_x4,1.1875,1.2485,0.725,0.96,ussr_gun_406_x4,1.1875,1.2485,0.725,0.96,ussr_gun_406_x4,1.1875,1.2485,0.725,0.96,,,,,,,,,,,,,,,,,,,
"gun_20_x1_russia_bb,bc",,508,gun_20_x1,russia,"bb, bc",dreadnought_gun_b_305_x1,1.86,1.94,1.05,1.06,ussr_gun_406_x1,1.25,1.311,1.05,0.95,ussr_gun_406_x1,1.25,1.311,1.05,0.95,ussr_gun_406_x1,1.25,1.311,1.05,0.95,ussr_gun_406_x1,1.25,1.311,1.05,0.95,,,,,,,,,,,,,,,,,,,
"gun_20_x2_russia_bb,bc",,508,gun_20_x2,russia,"bb, bc",dreadnought_gun_b_305_x2,1.86,1.94,0.85,1.06,ussr_gun_406_x2,1.25,1.311,0.85,0.95,ussr_gun_406_x2,1.25,1.311,0.85,0.95,ussr_gun_406_x2,1.25,1.311,0.85,0.95,ussr_gun_406_x2,1.25,1.311,0.85,0.95,,,,,,,,,,,,,,,,,,,
"gun_20_x3_russia_bb,bc",,508,gun_20_x3,russia,"bb, bc",dreadnought_gun_b_305_x3,1.86,1.94,0.7,1.06,ussr_gun_406_x3,1.25,1.311,0.7,0.95,ussr_gun_406_x3,1.25,1.311,0.7,0.95,ussr_gun_406_x3,1.25,1.311,0.7,0.95,ussr_gun_406_x3,1.25,1.311,0.7,0.95,,,,,,,,,,,,,,,,,,,
"gun_20_x4_russia_bb,bc",,508,gun_20_x4,russia,"bb, bc",dreadnought_gun_b_305_x4,1.86,1.94,0.65,1.06,ussr_gun_406_x4,1.25,1.311,0.65,0.95,ussr_gun_406_x4,1.25,1.311,0.65,0.95,ussr_gun_406_x4,1.25,1.311,0.65,0.95,ussr_gun_406_x4,1.25,1.311,0.65,0.95,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_austria,,51,gun_2_x1,"austria, netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_austria,,51,gun_2_x2,"austria, netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_austria,,51,gun_2_x3,"austria, netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_austria,,51,gun_2_x4,"austria, netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_austria_dd,,76,gun_3_x1,"austria, netherlands","dd, tb",,,,,,,,,,,,,,,,,,,,,jap_tb_gun_76_x1,1.2,1.55,1,1.52,,,,,,,,,,,,,,,,,,,
gun_3_x2_austria_dd,,76,gun_3_x2,"austria, netherlands","dd, tb",,,,,,,,,,,,,,,,,,,,,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x3_austria_dd,,76,gun_3_x3,"austria, netherlands","dd, tb",,,,,,,,,,,,,,,,,,,,,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x4_austria_dd,,76,gun_3_x4,"austria, netherlands","dd, tb",,,,,,,,,,,,,,,,,,,,,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,,,,,,,,,,,,,,,,,,,
gun_4_x1_austria_dd,,102,gun_4_x1,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x1,0.8,0.98,1.7,1.46,hood_gun_140_x1,0.8,0.98,1.7,1.46,dd_s_gun_b_102_x1,0.8,0.98,1.1,1.94,,,,,,,,,,,,,,,,,,,
gun_4_x2_austria_dd,,102,gun_4_x2,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x2,0.8,0.98,1.28,1.46,hood_gun_140_x2,0.8,0.98,1.28,1.46,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x3_austria_dd,,102,gun_4_x3,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x3,0.8,0.98,1,1.46,hood_gun_140_x3,0.8,0.98,1,1.46,bismarck_gun_105_x3,0.8,0.99,1,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x4_austria_dd,,102,gun_4_x4,"austria, netherlands","dd, tb",,,,,,,,,,,,,,0.85,,,,,0.85,,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,,,,,,,,,,,,,,,,,,
gun_5_x1_austria_dd,,127,gun_5_x1,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x1,1,1.18,1.25,1.14,hood_gun_140_x1,1,1.18,1.25,1.14,dd_s_gun_b_102_x1,1,1.18,0.85,1.52,,,,,,,,,,,,,,,,,,,
gun_5_x2_austria_dd,,127,gun_5_x2,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x2,1,1.18,0.95,1.14,hood_gun_140_x2,1,1.18,0.95,1.14,de_Ruyter_gun_150_x2,1.1,1.275,0.95,1.35,,,,,,,,,,,,,,,,,,,
gun_5_x3_austria_dd,,127,gun_5_x3,"austria, netherlands","dd, tb",,,,,,,,,,,hood_gun_140_x3,1,1.18,0.75,1.14,hood_gun_140_x3,1,1.18,0.75,1.14,de_Ruyter_gun_150_x3,1.1,1.275,0.75,1.35,,,,,,,,,,,,,,,,,,,
gun_5_x4_austria_dd,,127,gun_5_x4,"austria, netherlands","dd, tb",,,,,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.1,1.275,0.68,1.35,,,,,,,,,,,,,,,,,,,
gun_3_x1_austria_cl,,76,gun_3_x1,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x2_austria_cl,,76,gun_3_x2,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x3_austria_cl,,76,gun_3_x3,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x4_austria_cl,,76,gun_3_x4,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,,,,,,,,,,,,,,,,,,,
gun_4_x1_austria_cl,,102,gun_4_x1,"austria, netherlands",cl,,,,,,,,,,,spee_gun_150_x1,0.7,0.865,1.7,1.9,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x2_austria_cl,,102,gun_4_x2,"austria, netherlands",cl,,,,,,,,,,,spee_gun_150_x2,0.7,0.865,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x3_austria_cl,,102,gun_4_x3,"austria, netherlands",cl,,,,,,,,,,,spee_gun_150_x3,0.7,0.865,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x4_austria_cl,,102,gun_4_x4,"austria, netherlands",cl,,,,,,,,,,,,,,0.85,,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,,,,,,,,,,,,,,,,,,
gun_5_x1_austria_cl,,127,gun_5_x1,"austria, netherlands",cl,,,,,,vdt_gun_200_x1,0.5875,0.69,1.25,1.5,spee_gun_150_x1,0.875,1.04,1.25,1.48,de_Ruyter_gun_150_x1,1.1,1.275,1.25,1.35,de_Ruyter_gun_150_x1,1.1,1.275,1.25,1.35,,,,,,,,,,,,,,,,,,,
gun_5_x2_austria_cl,,127,gun_5_x2,"austria, netherlands",cl,,,,,,vdt_gun_200_x2,0.5875,0.69,0.95,1.5,spee_gun_150_x2,0.875,1.04,0.95,1.48,de_Ruyter_gun_150_x2,1.1,1.275,0.95,1.35,de_Ruyter_gun_150_x2,1.1,1.275,0.95,1.35,,,,,,,,,,,,,,,,,,,
gun_5_x3_austria_cl,,127,gun_5_x3,"austria, netherlands",cl,,,,,,,,,0.75,,spee_gun_150_x3,0.875,1.04,0.75,1.48,de_Ruyter_gun_150_x3,1.1,1.275,0.75,1.35,de_Ruyter_gun_150_x3,1.1,1.275,0.75,1.35,,,,,,,,,,,,,,,,,,,
gun_5_x4_austria_cl,,127,gun_5_x4,"austria, netherlands",cl,,,,,,,,,0.68,,,,,,,de_Ruyter_gun_150_x4,1.1,1.275,0.68,1.35,de_Ruyter_gun_150_x4,1.1,1.275,0.68,1.35,,,,,,,,,,,,,,,,,,,
gun_6_x1_austria_cl,,152,gun_6_x1,"austria, netherlands",cl,,,,,,vdt_gun_200_x1,0.705,0.81,1.185,1.42,bismarck_gun_b_150_x1,0.85,0.92,1.185,1.78,de_Ruyter_gun_150_x1,1.3,1.475,1.185,1.3,de_Ruyter_gun_150_x1,1.3,1.475,1.185,1.3,,,,,,,,,,,,,,,,,,,
gun_6_x2_austria_cl,,152,gun_6_x2,"austria, netherlands",cl,,,,,,vdt_gun_200_x2,0.705,0.81,0.86,1.42,bismarck_gun_b_150_x2,0.85,0.92,0.86,1.78,de_Ruyter_gun_150_x2,1.3,1.475,0.86,1.3,de_Ruyter_gun_150_x2,1.3,1.475,0.86,1.3,,,,,,,,,,,,,,,,,,,
gun_6_x3_austria_cl,,152,gun_6_x3,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_b_150_x3,0.85,0.92,0.66,1.78,de_Ruyter_gun_150_x3,1.3,1.475,0.66,1.3,de_Ruyter_gun_150_x3,1.3,1.475,0.66,1.3,,,,,,,,,,,,,,,,,,,
gun_6_x4_austria_cl,,152,gun_6_x4,"austria, netherlands",cl,,,,,,,,,,,bismarck_gun_b_150_x4,0.85,0.92,0.6,1.78,de_Ruyter_gun_150_x4,1.3,1.475,0.6,1.3,de_Ruyter_gun_150_x4,1.3,1.475,0.6,1.3,,,,,,,,,,,,,,,,,,,
"gun_3_x1_austria_ca,bb,bc",,76,gun_3_x1,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,,,,,,,,,,,,,,,,,,,
"gun_3_x2_austria_ca,bb,bc",,76,gun_3_x2,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
"gun_3_x3_austria_ca,bb,bc",,76,gun_3_x3,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,,,,,,,,,,,,,,,,,,,
"gun_3_x4_austria_ca,bb,bc",,76,gun_3_x4,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,,,,,,,,,,,,,,,,,,,
"gun_4_x1_austria_ca,bb,bc",,102,gun_4_x1,"austria, netherlands","ca, bb, bc",,,,,,,,,,,spee_gun_150_x1,0.7,0.865,1.7,1.9,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,,,,,,,,,,,,,,,,,,,
"gun_4_x2_austria_ca,bb,bc",,102,gun_4_x2,"austria, netherlands","ca, bb, bc",,,,,,,,,,,spee_gun_150_x2,0.7,0.865,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,,,,,,,,,,,,,,,,,,
"gun_4_x3_austria_ca,bb,bc",,102,gun_4_x3,"austria, netherlands","ca, bb, bc",,,,,,,,,,,spee_gun_150_x3,0.7,0.865,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,,,,,,,,,,,,,,,,,,,
"gun_4_x4_austria_ca,bb,bc",,102,gun_4_x4,"austria, netherlands","ca, bb, bc",,,,,,,,,,,,,,0.85,,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,,,,,,,,,,,,,,,,,,
"gun_5_x1_austria_ca,bb,bc",,127,gun_5_x1,"austria, netherlands","ca, bb, bc",,,,,,vdt_gun_200_x1,0.5875,0.69,1.25,1.5,spee_gun_150_x1,0.875,1.04,1.25,1.48,de_Ruyter_gun_150_x1,1.1,1.275,1.25,1.35,de_Ruyter_gun_150_x1,1.1,1.275,1.25,1.35,,,,,,,,,,,,,,,,,,,
"gun_5_x2_austria_ca,bb,bc",,127,gun_5_x2,"austria, netherlands","ca, bb, bc",,,,,,vdt_gun_200_x2,0.5875,0.69,0.95,1.5,spee_gun_150_x2,0.875,1.04,0.95,1.48,de_Ruyter_gun_150_x2,1.1,1.275,0.95,1.35,de_Ruyter_gun_150_x2,1.1,1.275,0.95,1.35,,,,,,,,,,,,,,,,,,,
"gun_5_x3_austria_ca,bb,bc",,127,gun_5_x3,"austria, netherlands","ca, bb, bc",,,,,,,,,0.75,,spee_gun_150_x3,0.875,1.04,0.75,1.48,de_Ruyter_gun_150_x3,1.1,1.275,0.75,1.35,de_Ruyter_gun_150_x3,1.1,1.275,0.75,1.35,,,,,,,,,,,,,,,,,,,
"gun_5_x4_austria_ca,bb,bc",,127,gun_5_x4,"austria, netherlands","ca, bb, bc",,,,,,,,,0.68,,,,,,,de_Ruyter_gun_150_x4,1.1,1.275,0.68,1.35,de_Ruyter_gun_150_x4,1.1,1.275,0.68,1.35,,,,,,,,,,,,,,,,,,,
"gun_6_x1_austria_ca,bb,bc",,152,gun_6_x1,"austria, netherlands","ca, bb, bc",,,,,,vdt_gun_200_x1,0.705,0.81,1.185,1.42,bismarck_gun_b_150_x1,0.85,0.92,1.185,1.78,de_Ruyter_gun_150_x1,1.3,1.475,1.185,1.3,de_Ruyter_gun_150_x1,1.3,1.475,1.185,1.3,,,,,,,,,,,,,,,,,,,
"gun_6_x2_austria_ca,bb,bc",,152,gun_6_x2,"austria, netherlands","ca, bb, bc",,,,,,vdt_gun_200_x2,0.705,0.81,0.86,1.42,bismarck_gun_b_150_x2,0.85,0.92,0.86,1.78,de_Ruyter_gun_150_x2,1.3,1.475,0.86,1.3,de_Ruyter_gun_150_x2,1.3,1.475,0.86,1.3,,,,,,,,,,,,,,,,,,,
"gun_6_x3_austria_ca,bb,bc",,152,gun_6_x3,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_b_150_x3,0.85,0.92,0.66,1.78,de_Ruyter_gun_150_x3,1.3,1.475,0.66,1.3,de_Ruyter_gun_150_x3,1.3,1.475,0.66,1.3,,,,,,,,,,,,,,,,,,,
"gun_6_x4_austria_ca,bb,bc",,152,gun_6_x4,"austria, netherlands","ca, bb, bc",,,,,,,,,,,bismarck_gun_b_150_x4,0.85,0.92,0.6,1.78,de_Ruyter_gun_150_x4,1.3,1.475,0.6,1.3,de_Ruyter_gun_150_x4,1.3,1.475,0.6,1.3,,,,,,,,,,,,,,,,,,,
"gun_7_x1_austria_cl,ca,bb,bc",,178,gun_7_x1,"austria, netherlands","cl, ca, bb, bc",friedrich_gun_228_x1,0.7175,0.8175,1.21,1.56,vdt_gun_200_x1,0.8225,0.93,1.21,1.4,bismarck_gun_b_150_x1,0.975,1.05,1.21,1.74,de_Ruyter_gun_150_x1,1.5,1.675,1.21,1.275,de_Ruyter_gun_150_x1,1.5,1.675,1.21,1.275,,,,,,,,,,,,,,,,,,,
"gun_7_x2_austria_cl,ca,bb,bc",,178,gun_7_x2,"austria, netherlands","cl, ca, bb, bc",friedrich_gun_228_x2,0.7175,0.8175,0.9,1.56,vdt_gun_200_x2,0.8225,0.93,0.9,1.4,bismarck_gun_b_150_x2,0.975,1.05,0.9,1.74,de_Ruyter_gun_150_x2,1.5,1.675,0.9,1.275,de_Ruyter_gun_150_x2,1.5,1.675,0.9,1.275,,,,,,,,,,,,,,,,,,,
